D1,F1,D2,F2,D3,F3,D4,F4,D5,F5,D6,F6,D7,F7
1.532736,17.481988,2.097108,18.186323,1.437684,21.167677,1.613872,16.633727,1.888102,17.057808,1.673848,17.844778,1.915142,20.035692
1.533896,17.477889,2.098104,18.192223,1.43868,21.188776,1.614766,16.637526,1.889242,17.074608,1.674784,17.863477,1.916098,20.045392
1.53481,17.495089,2.099122,18.211822,1.439656,21.198576,1.615988,16.661427,1.890178,17.083409,1.675924,17.876577,1.917054,20.056592
1.535766,17.504088,2.100016,18.219122,1.440674,21.214476,1.616882,16.666726,1.891114,17.088408,1.6769,17.883878,1.91805,20.084092
1.536804,17.511889,2.101196,18.236822,1.441692,21.230877,1.61786,16.684527,1.892152,17.107109,1.677776,17.908678,1.919088,20.092292
1.537882,17.528388,2.102112,18.242622,1.442688,21.249277,1.618774,16.706927,1.89321,17.127709,1.678772,17.909778,1.920146,20.106893
1.53886,17.537388,2.103028,18.262422,1.443664,21.268076,1.619894,16.721926,1.894166,17.130808,1.679912,17.922378,1.921042,20.123493
1.539816,17.547589,2.104044,18.274923,1.44458,21.282076,1.62089,16.720326,1.895122,17.145409,1.680888,17.931577,1.922018,20.127792
1.54073,17.554287,2.105164,18.284023,1.44574,21.293276,1.621868,16.739127,1.896138,17.158808,1.681824,17.943677,1.923136,20.147792
1.54187,17.567288,2.10614,18.301922,1.446736,21.313375,1.622844,16.753226,1.897238,17.173708,1.6828,17.954278,1.924072,20.161493
1.542868,17.577889,2.107056,18.309322,1.447652,21.331177,1.623984,16.768126,1.898194,17.173409,1.68392,17.971878,1.92505,20.181293
1.543824,17.590289,2.108052,18.323622,1.44863,21.346176,1.624898,16.777127,1.89913,17.196209,1.684896,17.990377,1.926006,20.198192
1.54482,17.606389,2.109192,18.330423,1.449728,21.354977,1.625854,16.789727,1.900046,17.209809,1.685832,17.996578,1.927186,20.214992
1.545898,17.617487,2.110128,18.355722,1.450704,21.375576,1.62677,16.811026,1.901204,17.220509,1.686828,18.013378,1.9281,20.228893
1.546814,17.628888,2.111084,18.366623,1.451702,21.411476,1.62791,16.821026,1.902182,17.237208,1.687908,18.014478,1.929058,20.244493
1.547832,17.642689,2.11204,18.376223,1.452678,21.407976,1.628866,16.835326,1.903138,17.244309,1.688864,18.035078,1.930054,20.248193
1.548768,17.642289,2.11316,18.390722,1.453736,21.435076,1.629862,16.853426,1.904074,17.249308,1.68984,18.040878,1.931132,20.271892
1.549906,17.658089,2.114076,18.403423,1.454712,21.444977,1.630818,16.865626,1.905254,17.268608,1.690796,18.050777,1.932088,20.277992
1.550862,17.676089,2.115052,18.425722,1.455668,21.468477,1.631938,16.877926,1.90619,17.284108,1.691916,18.072877,1.933126,20.303693
1.55182,17.688088,2.116048,18.426023,1.456746,21.481176,1.632934,16.880826,1.907186,17.306008,1.692872,18.087978,1.934,20.312492
1.552796,17.684788,2.117168,18.443123,1.457764,21.496077,1.633912,16.911126,1.908102,17.315709,1.693868,18.095478,1.93514,20.331992
1.553874,17.702889,2.118164,18.450622,1.45874,21.514576,1.634806,16.921826,1.90922,17.320109,1.694824,18.106178,1.936056,20.344392
1.55487,17.705489,2.11908,18.466623,1.459718,21.530777,1.635946,16.931826,1.910198,17.328509,1.695924,18.120878,1.937074,20.357992
1.555828,17.721488,2.120056,18.482822,1.460612,21.552576,1.636902,16.947327,1.911154,17.343209,1.69688,18.129978,1.93803,20.387391
1.556824,17.734488,2.121176,18.493923,1.461752,21.561275,1.637858,16.963826,1.91211,17.352408,1.697836,18.146377,1.939148,20.382093
1.557902,17.747988,2.122132,18.509323,1.462708,21.585476,1.638834,16.972725,1.913228,17.375609,1.698812,18.156078,1.940064,20.406892
1.558878,17.758689,2.123088,18.519323,1.463664,21.595076,1.639934,16.992026,1.914246,17.389908,1.69991,18.182077,1.94106,20.414493
1.559814,17.778489,2.124004,18.533323,1.46466,21.609976,1.64095,17.004126,1.915162,17.389908,1.700888,18.178577,1.942016,20.438592
1.56075,17.783488,2.125164,18.547623,1.465718,21.624077,1.641846,17.017127,1.916138,17.404309,1.701864,18.190677,1.943156,20.454992
1.56191,17.798188,2.12616,18.558323,1.466716,21.654676,1.642842,17.031926,1.917236,17.415608,1.70286,18.206478,1.944154,20.478992
1.562928,17.811789,2.127096,18.574623,1.467672,21.673777,1.643962,17.049126,1.918192,17.426409,1.70396,18.209777,1.945068,20.484592
1.563842,17.816588,2.128052,18.581123,1.46879,21.686377,1.644898,17.066727,1.91915,17.444809,1.704874,18.227077,1.946086,20.501891
1.56482,17.833088,2.129008,18.599722,1.469748,21.693577,1.645874,17.076626,1.920106,17.461508,1.705852,18.238878,1.947144,20.519492
1.565878,17.842988,2.130168,18.604923,1.470764,21.723177,1.64683,17.088126,1.921244,17.471808,1.706808,18.253578,1.9481,20.533992
1.566874,17.859189,2.131064,18.619223,1.471742,21.741676,1.64795,17.099026,1.9222,17.487608,1.707926,18.264078,1.949076,20.548091
1.56779,17.878687,2.13204,18.640623,1.472596,21.750277,1.648946,17.105126,1.923198,17.486708,1.708882,18.282878,1.950032,20.558492
1.568786,17.877987,2.133016,18.656223,1.473756,21.774376,1.649922,17.135026,1.924154,17.505009,1.70984,18.290178,1.951152,20.582591
1.569906,17.890889,2.134156,18.674723,1.474712,21.781076,1.650838,17.137627,1.925232,17.515009,1.710816,18.299777,1.952148,20.594192
1.570902,17.907689,2.135092,18.679623,1.475728,21.807177,1.651978,17.146727,1.926168,17.522608,1.711956,18.309478,1.953104,20.610292
1.571838,17.913188,2.136108,18.700722,1.476624,21.812277,1.652914,17.166926,1.927166,17.538309,1.71289,18.323078,1.95402,20.631893
1.572794,17.925688,2.137004,18.700622,1.477784,21.837776,1.65387,17.183926,1.928122,17.553408,1.713848,18.338077,1.95514,20.646793
1.573934,17.943389,2.138122,18.716623,1.47872,21.853676,1.654846,17.186427,1.92924,17.560908,1.714804,18.359277,1.956096,20.661693
1.57491,17.947789,2.1391,18.731523,1.479676,21.870377,1.656006,17.200325,1.930196,17.584008,1.715922,18.368078,1.957072,20.676893
1.575846,17.963589,2.140056,18.751623,1.480794,21.893476,1.656922,17.219126,1.931152,17.593708,1.716878,18.382478,1.958028,20.680593
1.576782,17.970988,2.141032,18.761522,1.481812,21.908176,1.657918,17.229826,1.93217,17.601809,1.717834,18.391277,1.959128,20.695293
1.577922,17.981188,2.14213,18.770723,1.482728,21.916576,1.658854,17.247027,1.933208,17.611109,1.718852,18.407678,1.960164,20.719592
1.578878,17.992089,2.143128,18.781322,1.483684,21.946377,1.659954,17.259627,1.934204,17.635409,1.71993,18.428777,1.96106,20.732091
1.579834,17.999888,2.144104,18.800823,1.484864,21.948477,1.66093,17.266926,1.93516,17.642308,1.720928,18.432878,1.962036,20.751493
1.58081,18.020888,2.145182,18.814823,1.485758,21.973276,1.661886,17.281826,1.936138,17.654709,1.721864,18.440378,1.963156,20.764491
1.58191,18.036288,2.146138,18.827423,1.486736,21.982077,1.662904,17.302226,1.937256,17.666708,1.72282,18.456977,1.964112,20.778892
1.582926,18.045188,2.147096,18.839922,1.487712,22.002676,1.66394,17.314326,1.938212,17.690409,1.723938,18.475677,1.965088,20.794992
1.583802,18.055789,2.148052,18.853523,1.48877,22.026077,1.664918,17.329026,1.939188,17.693009,1.724874,18.481678,1.966064,20.807792
1.584798,18.069188,2.149028,18.864323,1.489746,22.047176,1.665874,17.339325,1.940186,17.704808,1.725872,18.491077,1.967164,20.814693
1.585918,18.074389,2.150126,18.872923,1.490722,22.060877,1.66687,17.353026,1.941244,17.723309,1.726848,18.507078,1.96814,20.838992
1.586874,18.092688,2.151124,18.892923,1.49172,22.072576,1.66801,17.367327,1.94222,17.739409,1.727946,18.507278,1.969076,20.852092
1.58789,18.104188,2.152018,18.902023,1.492838,22.097277,1.668926,17.395327,1.943176,17.738608,1.728922,18.518577,1.970032,20.863092
1.588806,18.120389,2.152996,18.918922,1.493714,22.103176,1.669922,17.404326,1.944132,17.758509,1.729858,18.542678,1.971172,20.877292
1.589884,18.121588,2.154134,18.937023,1.49473,22.127577,1.670838,17.406126,1.945272,17.776108,1.730814,18.554277,1.972086,20.888692
1.59084,18.146489,2.15509,18.944723,1.495666,22.135675,1.671916,17.425126,1.946208,17.781308,1.731934,18.563377,1.973084,20.898591
1.591858,18.150288,2.156068,18.959722,1.496806,22.154676,1.672892,17.441126,1.947164,17.799208,1.73289,18.579278,1.974,20.924093
1.592834,18.160189,2.157186,18.970522,1.497782,22.175476,1.67387,17.453026,1.948182,17.812609,1.733888,18.594078,1.9752,20.925493
1.593912,18.172888,2.158142,18.988922,1.498698,22.193377,1.674928,17.460125,1.94926,17.832709,1.734864,18.604177,1.976116,20.950992
1.59487,18.181788,2.15916,18.994722,1.499716,22.215677,1.675964,17.482127,1.950236,17.837609,1.735942,18.616077,1.977072,20.973691
1.595846,18.198289,2.160116,19.007522,1.500814,22.227577,1.676962,17.502427,1.951192,17.849808,1.736898,18.622877,1.978048,20.981693
1.596842,18.223189,2.161194,19.021023,1.50177,22.245275,1.677898,17.516827,1.952128,17.857609,1.737916,18.630577,1.979166,20.991792
1.59792,18.225489,2.16215,19.032623,1.502726,22.262876,1.678854,17.515727,1.953268,17.882908,1.73881,18.651378,1.980144,21.007192
1.598898,18.242688,2.163126,19.041223,1.503744,22.283176,1.679992,17.533026,1.954224,17.889109,1.73995,18.663877,1.98108,21.024692
1.599854,18.246888,2.164084,19.055622,1.504802,22.299477,1.680928,17.556126,1.95522,17.905909,1.740906,18.675777,1.982036,21.038692
1.60083,18.264288,2.165182,19.065922,1.50584,22.312477,1.681886,17.563027,1.956136,17.914309,1.741882,18.686378,1.983196,21.055093
1.601928,18.272288,2.166138,19.087723,1.506734,22.328577,1.682902,17.586926,1.957256,17.939408,1.74286,18.707178,1.98411,21.061792
1.602886,18.284388,2.167134,19.092823,1.50769,22.344076,1.684022,17.604025,1.958192,17.940308,1.743938,18.713478,1.985128,21.076492
1.603862,18.295588,2.168112,19.107622,1.50881,22.366877,1.684916,17.609427,1.959188,17.943909,1.744894,18.727678,1.986044,21.096992
1.604858,18.311789,2.16921,19.122423,1.509766,22.375576,1.685852,17.623726,1.960186,17.969109,1.74591,18.739677,1.987182,21.110692
1.605936,18.321288,2.170146,19.134922,1.510762,22.402277,1.68687,17.643326,1.961264,17.975708,1.746826,18.751777,1.988098,21.130792
1.606894,18.326588,2.171102,19.155422,1.511678,22.422176,1.687968,17.652226,1.96222,17.983408,1.747946,18.753778,1.989096,21.135991
1.60785,18.345688,2.172058,19.168722,1.512776,22.427776,1.688944,17.667225,1.963216,18.005808,1.748902,18.773378,1.990052,21.149892
1.608826,18.354289,2.173178,19.174723,1.513734,22.457975,1.689902,17.695727,1.964132,18.020708,1.749878,18.782978,1.99119,21.168792
1.609924,18.373589,2.174134,19.184822,1.51469,22.460777,1.690898,17.697226,1.965272,18.020508,1.750834,18.786678,1.992106,21.176791
1.610942,18.378489,2.17515,19.201622,1.515706,22.485876,1.691996,17.712327,1.966228,18.039809,1.751974,18.815677,1.993042,21.195493
1.611858,18.396588,2.176108,19.211323,1.516866,22.495077,1.692932,17.727625,1.967184,18.047709,1.75291,18.820678,1.99408,21.211892
1.612854,18.406489,2.177186,19.230623,1.517742,22.519276,1.693908,17.727526,1.96818,18.071009,1.753826,18.826877,1.995178,21.218091
1.613932,18.416888,2.178142,19.237322,1.518718,22.529076,1.694866,17.749526,1.969258,18.087208,1.754842,18.846378,1.996134,21.239291
1.61491,18.432389,2.179118,19.255323,1.519694,22.551977,1.695944,17.766827,1.970236,18.095408,1.756002,18.860277,1.99709,21.249091
1.615844,18.444588,2.180074,19.270422,1.520814,22.569277,1.69694,17.781025,1.971212,18.102709,1.756938,18.861978,1.998006,21.257192
1.616822,18.460789,2.181214,19.284223,1.52183,22.582777,1.697916,17.793427,1.972108,18.128308,1.757854,18.883878,1.999166,21.277393
1.61794,18.467589,2.18221,19.301523,1.522726,22.596077,1.698914,17.807927,1.973266,18.122408,1.758892,18.904577,2.000184,21.297292
1.618958,18.484889,2.183146,19.303522,1.523742,22.620975,1.699992,17.814927,1.974202,18.150708,1.75995,18.911378,2.00114,21.309192
1.619874,18.493689,2.184082,19.323923,1.524822,22.636776,1.700948,17.828326,1.9752,18.158408,1.760906,18.925378,2.002056,21.323592
1.62085,18.508689,2.185222,19.336723,1.525736,22.658077,1.701904,17.838526,1.976176,18.174309,1.761882,18.941377,2.003174,21.327792
1.621948,18.519089,2.186178,19.342722,1.526754,22.667177,1.70282,17.858225,1.977274,18.189408,1.762838,18.946477,2.00415,21.343593
1.622904,18.528288,2.187114,19.364723,1.52771,22.687876,1.704,17.879227,1.978272,18.201708,1.763998,18.961778,2.005086,21.358293
1.62382,18.548388,2.18809,19.388422,1.52889,22.706076,1.704936,17.881926,1.979188,18.207909,1.764914,18.973978,2.006064,21.374492
1.624838,18.561888,2.18921,19.383322,1.529744,22.724077,1.705954,17.898427,1.980164,18.217408,1.76587,18.979578,2.007244,21.393493
1.625956,18.571688,2.190226,19.407223,1.530742,22.746376,1.70689,17.911227,1.981262,18.232809,1.766846,18.991678,2.008158,21.405393
1.626892,18.582188,2.191082,19.415623,1.531698,22.764076,1.707988,17.925026,1.98224,18.246409,1.768006,19.000078,2.009114,21.424192
1.62791,18.588288,2.192078,19.434723,1.532816,22.787777,1.708964,17.944527,1.983196,18.268309,1.768922,19.013677,2.01003,21.423892
1.628866,18.607289,2.193196,19.453922,1.533732,22.802977,1.7099,17.953227,1.984192,18.283209,1.769898,19.031778,2.01117,21.445592
1.629944,18.619889,2.194154,19.455423,1.53479,22.812077,1.710856,17.976826,1.98527,18.289309,1.770854,19.036077,2.012126,21.460391
1.63092,18.622489,2.19513,19.475822,1.535706,22.836676,1.711996,17.991526,1.986248,18.299809,1.771994,19.060478,2.013102,21.472892
1.631876,18.644988,2.196086,19.487123,1.536824,22.849676,1.712992,18.005427,1.987244,18.314808,1.77293,19.070577,2.01414,21.483692
1.632834,18.659888,2.197226,19.508623,1.537802,22.870876,1.713908,18.018027,1.98814,18.327608,1.773866,19.078678,2.015218,21.504293
1.633952,18.667288,2.198162,19.515423,1.538758,22.886677,1.714864,18.028027,1.989278,18.349408,1.774862,19.095977,2.016134,21.511892
1.634908,18.684887,2.199118,19.535723,1.539754,22.903376,1.716004,18.050627,1.990234,18.358708,1.776022,19.108377,2.01711,21.531593
1.635864,18.691689,2.200114,19.540022,1.540832,22.931576,1.71694,18.063227,1.99119,18.360308,1.776916,19.127578,2.018066,21.549392
1.636862,18.698187,2.201212,19.559523,1.54183,22.944675,1.717916,18.073225,1.992168,18.381108,1.777894,19.135978,2.019186,21.554792
1.638,18.721188,2.202148,19.572723,1.542746,22.968576,1.718852,18.078326,1.993306,18.391409,1.77887,19.152477,2.020102,21.566593
1.638916,18.721989,2.203126,19.588324,1.54364,22.977676,1.720032,18.101527,1.994284,18.402508,1.779968,19.156677,2.02116,21.578391
1.639832,18.732789,2.204082,19.588823,1.544882,23.001276,1.720948,18.111725,1.995178,18.421509,1.780946,19.169078,2.022014,21.595493
1.640848,18.744288,2.205262,19.615522,1.545776,23.016676,1.721904,18.121226,1.996176,18.434708,1.78188,19.185777,2.023194,21.610393
1.641968,18.765889,2.206178,19.619123,1.546754,23.033476,1.72288,18.131827,1.997294,18.446709,1.782898,19.200477,2.02415,21.622293
1.642904,18.771189,2.207154,19.638523,1.54777,23.047676,1.724,18.143227,1.99825,18.455908,1.783976,19.215677,2.025106,21.639192
1.64388,18.789588,2.20809,19.652723,1.548788,23.069077,1.724914,18.161826,1.999206,18.474808,1.784932,19.216678,2.026062,21.651492
1.644856,18.800688,2.209208,19.663822,1.549784,23.087976,1.725892,18.172825,2.000164,18.489308,1.785888,19.229278,2.027182,21.661392
1.645996,18.818589,2.210164,19.671923,1.550822,23.108776,1.726888,18.189227,2.001344,18.493008,1.786846,19.251277,2.028198,21.678693
1.646912,18.833588,2.211142,19.695822,1.551718,23.110676,1.727966,18.208827,2.0023,18.510708,1.788004,19.263578,2.029114,21.690692
1.647888,18.845488,2.212098,19.695822,1.552878,23.138376,1.728964,18.212626,2.003194,18.525008,1.78894,19.275577,2.03011,21.703792
1.648844,18.856089,2.213258,19.725723,1.553792,23.151976,1.72992,18.231627,2.004172,18.550009,1.789896,19.283477,2.03119,21.712192
1.649964,18.864789,2.214194,19.730423,1.55477,23.178177,1.730876,18.251927,2.00529,18.558609,1.790894,19.307178,2.032146,21.733592
1.65094,18.884089,2.21517,19.755722,1.555726,23.193577,1.731994,18.256726,2.006246,18.569409,1.791992,19.317878,2.033122,21.744293
1.651916,18.895588,2.216106,19.765623,1.556784,23.214077,1.732972,18.266526,2.007202,18.589808,1.792928,19.322977,2.034038,21.765792
1.652894,18.902688,2.217204,19.778322,1.55774,23.231176,1.733888,18.291426,2.0082,18.599608,1.793904,19.338478,2.035198,21.776992
1.653972,18.919188,2.21818,19.798023,1.558756,23.245876,1.734844,18.296826,2.009338,18.608509,1.79484,19.337678,2.036154,21.792192
1.654968,18.928389,2.219178,19.802223,1.559774,23.253376,1.736044,18.304326,2.010254,18.621209,1.79602,19.365678,2.03717,21.804193
1.655904,18.947487,2.220094,19.817123,1.560832,23.280476,1.73696,18.321427,2.01121,18.629708,1.796916,19.378477,2.038026,21.825193
1.6568,18.963088,2.221212,19.839222,1.561808,23.285976,1.737916,18.336026,2.012186,18.651808,1.797892,19.394178,2.039206,21.834892
1.65796,18.969088,2.222188,19.844723,1.562806,23.304077,1.738892,18.344527,2.013286,18.663309,1.79891,19.403678,2.040182,21.850393
1.658936,18.983788,2.223166,19.863422,1.56368,23.322576,1.74001,18.366526,2.014262,18.677109,1.799968,19.411277,2.041158,21.868293
1.659892,18.998988,2.224102,19.873922,1.56484,23.340876,1.740988,18.360627,2.015218,18.693909,1.800924,19.428478,2.042094,21.880092
1.660868,19.005589,2.22522,19.898222,1.565858,23.360376,1.741964,18.391926,2.016194,18.703808,1.8019,19.442377,2.043192,21.880493
1.661968,19.025288,2.226216,19.908123,1.566772,23.373075,1.74292,18.406426,2.017334,18.724909,1.802878,19.451877,2.04419,21.911493
1.662944,19.041588,2.227152,19.923822,1.567728,23.394176,1.743998,18.416426,2.01825,18.735709,1.804036,19.467378,2.045106,21.915792
1.66394,19.050589,2.22811,19.933023,1.568786,23.412577,1.744976,18.431927,2.019206,18.738108,1.804952,19.480878,2.046062,21.929693
1.664836,19.067689,2.229228,19.953422,1.569804,23.438877,1.745932,18.440327,2.020162,18.760609,1.805908,19.499078,2.047242,21.953292
1.665954,19.084788,2.230184,19.970722,1.57076,23.443676,1.746888,18.454426,2.021302,18.775509,1.806906,19.508678,2.048158,21.962093
1.66689,19.088988,2.23116,19.989223,1.571778,23.469376,1.748026,18.467825,2.022258,18.791809,1.807984,19.520177,2.049114,21.980691
1.667928,19.108588,2.232056,19.999823,1.572836,23.484577,1.748984,18.484326,2.023254,18.807009,1.80894,19.526878,2.05007,21.991592
1.668844,19.113089,2.233196,20.012922,1.573874,23.503977,1.74998,18.488726,2.02417,18.814309,1.809896,19.544078,2.05125,22.005792
1.669962,19.129189,2.234172,20.032022,1.574768,23.525877,1.750936,18.503726,2.02533,18.837508,1.810872,19.560277,2.052166,22.013593
1.67094,19.142989,2.235168,20.037422,1.575744,23.542177,1.752014,18.521626,2.026246,18.838808,1.811972,19.573677,2.053122,22.037492
1.671854,19.150288,2.236124,20.053722,1.576904,23.560476,1.75297,18.534827,2.027202,18.850809,1.812988,19.587978,2.054138,22.040391
1.672852,19.162089,2.237182,20.073223,1.57778,23.577877,1.753906,18.544026,2.028178,18.872609,1.813944,19.602478,2.055216,22.062892
1.67395,19.176388,2.2382,20.077923,1.578756,23.594177,1.754884,18.562127,2.029298,18.885208,1.81488,19.622177,2.056172,22.074392
1.674926,19.187888,2.239136,20.091022,1.579774,23.612576,1.755982,18.579726,2.030254,18.899208,1.81598,19.626478,2.05713,22.085592
1.675924,19.205189,2.240154,20.107422,1.580852,23.629076,1.75702,18.588826,2.03119,18.910708,1.816936,19.651378,2.058126,22.102992
1.67684,19.223088,2.241212,20.111923,1.581768,23.660276,1.757976,18.601326,2.032186,18.924109,1.817912,19.669178,2.059224,22.118692
1.677938,19.239489,2.242188,20.148123,1.582744,23.668577,1.758892,18.621926,2.033346,18.934208,1.818868,19.667478,2.06016,22.127393
1.678894,19.240387,2.243144,20.154323,1.5837,23.683376,1.76003,18.625426,2.034262,18.952208,1.820028,19.682077,2.061076,22.143293
1.679892,19.251587,2.2441,20.170023,1.5849,23.705175,1.760966,18.644526,2.035218,18.966608,1.821004,19.707078,2.062094,22.152692
1.680868,19.264388,2.245198,20.187622,1.585776,23.724577,1.761902,18.650527,2.036194,18.977808,1.82192,19.711778,2.063212,22.179992
1.682028,19.279389,2.246216,20.195423,1.586772,23.730776,1.7629,18.680527,2.037334,18.998909,1.822856,19.720577,2.064168,22.198592
1.682942,19.289488,2.247214,20.213022,1.587728,23.757776,1.763978,18.682227,2.03831,19.016009,1.823996,19.740377,2.065166,22.218692
1.6839,19.299988,2.248108,20.221323,1.588908,23.776577,1.764994,18.707526,2.039226,19.017708,1.824952,19.751878,2.066102,22.220992
1.684916,19.319588,2.249186,20.236723,1.589784,23.789776,1.76593,18.704627,2.040182,19.030409,1.825908,19.769977,2.067262,22.247592
1.685954,19.333788,2.250184,20.250423,1.59078,23.799177,1.766886,18.726727,2.041362,19.041909,1.826864,19.776178,2.068176,22.261592
1.68693,19.343989,2.25114,20.271822,1.591776,23.815977,1.767986,18.738526,2.042256,19.062609,1.828044,19.791978,2.069154,22.275993
1.687886,19.364888,2.252116,20.278023,1.592856,23.839876,1.768982,18.758126,2.043214,19.079108,1.829,19.806478,2.07011,22.284292
1.688904,19.365288,2.253276,20.292723,1.593812,23.854076,1.769938,18.767426,2.044352,19.093508,1.829916,19.828578,2.071188,22.313093
1.689982,19.379788,2.254232,20.304523,1.594808,23.878277,1.770956,18.783726,2.04537,19.113308,1.830892,19.831878,2.072124,22.327092
1.690938,19.397488,2.255148,20.323423,1.595744,23.896875,1.772014,18.793026,2.046264,19.116009,1.83199,19.850177,2.0731,22.346492
1.691936,19.405488,2.256124,20.341223,1.596904,23.916477,1.77299,18.813126,2.0472,19.133808,1.832948,19.862777,2.074096,22.358293
1.692872,19.414588,2.257244,20.350323,1.59786,23.924677,1.773946,18.819026,2.048198,19.148608,1.833904,19.871578,2.075256,22.371393
1.69399,19.434489,2.2582,20.367023,1.598776,23.956676,1.774902,18.839427,2.049358,19.162308,1.83488,19.884578,2.076192,22.389491
1.694926,19.446288,2.259156,20.383522,1.599752,23.966776,1.776022,18.858727,2.050252,19.184109,1.83604,19.894777,2.07717,22.415693
1.695902,19.464089,2.260112,20.394623,1.600728,23.991676,1.777018,18.865027,2.05123,19.185208,1.836996,19.909078,2.078104,22.428191
1.696858,19.475688,2.261292,20.412123,1.601868,23.997375,1.777996,18.887326,2.052226,19.210108,1.837912,19.925477,2.079184,22.438093
1.698038,19.485989,2.262186,20.423122,1.602824,24.028376,1.77891,18.899127,2.053304,19.213808,1.838888,19.944278,2.0802,22.461791
1.698954,19.495789,2.263164,20.435022,1.60376,24.041477,1.78009,18.905827,2.05428,19.234408,1.839986,19.956577,2.081178,22.476993
1.69987,19.507489,2.26414,20.453922,1.604716,24.061777,1.781006,18.929326,2.055258,19.241909,1.840964,19.969577,2.082092,22.492292
1.700866,19.527989,2.265198,20.457323,1.605794,24.080875,1.781942,18.936026,2.056254,19.254008,1.84192,19.980878,2.083272,22.514793
1.702006,19.542189,2.266216,20.481123,1.606812,24.094776,1.782918,18.951725,2.057312,19.276709,1.842876,19.986078,2.084188,22.518392
1.702942,19.548789,2.267152,20.488623,1.607788,24.117376,1.784038,18.966826,2.058288,19.283108,1.844036,20.007078,2.085144,22.533492
1.703898,19.568589,2.268066,20.510322,1.608704,24.138977,1.785034,18.980526,2.059204,19.287409,1.84495,20.020978,2.0861,22.557893
1.704874,19.580889,2.269288,20.518223,1.609822,24.159277,1.78595,18.988226,2.060222,19.308709,1.845906,20.040977,2.08722,22.576291
1.705954,19.594788,2.270202,20.544123,1.61078,24.177875,1.786866,19.010226,2.06132,19.312409,1.846884,20.053777,2.088216,22.604093
1.70699,19.602788,2.27116,20.543623,1.611796,24.202776,1.788046,19.025727,2.062276,19.337008,1.848002,20.060577,2.089132,22.623592
1.707906,19.623889,2.272136,20.565222,1.612874,24.214277,1.789002,19.036326,2.063232,19.339909,1.848958,20.077678,2.090108,22.635593
1.708882,19.627688,2.273234,20.573923,1.613852,24.236776,1.789958,19.052926,2.06425,19.358008,1.849936,20.096477,2.091228,22.648393
1.710002,19.644888,2.27419,20.588722,1.614766,24.249676,1.790874,19.068026,2.065308,19.368908,1.850932,20.116477,2.092184,22.662292
1.710958,19.657389,2.275188,20.611423,1.615702,24.271776,1.792034,19.075526,2.066284,19.391808,1.85199,20.123878,2.09314,22.688892
1.711874,19.670088,2.276164,20.627323,1.616862,24.286076,1.79305,19.095026,2.06722,19.399308,1.852986,20.132278,2.094076,22.710092
1.71287,19.678189,2.277242,20.643522,1.6179,24.305777,1.794006,19.107525,2.068238,19.410908,1.853922,20.146577,2.095276,22.727191
1.71405,19.693389,2.278198,20.654722,1.618836,24.326576,1.794882,19.120926,2.069316,19.421509,1.85488,20.156377,2.096192,22.743692
1.714986,19.702788,2.279176,20.677622,1.619752,24.342276,1.796042,19.143027,2.070272,19.441309,1.855998,20.175977,2.097168,22.756492
1.715902,19.718289,2.280132,20.688223,1.62089,24.367176,1.796998,19.150626,2.071228,19.454609,1.856974,20.196678,2.098064,22.786092
1.716878,19.730588,2.28127,20.693622,1.621806,24.378477,1.797974,19.166426,2.072226,19.460808,1.85793,20.204877,2.099182,22.793292
1.717956,19.748389,2.282268,20.709824,1.622844,24.400976,1.79891,19.172526,2.073324,19.473109,1.858888,20.218177,2.10024,22.816392
1.718954,19.755488,2.283204,20.730423,1.62376,24.411577,1.80009,19.195326,2.07428,19.499709,1.860026,20.236577,2.101156,22.825092
1.71991,19.772088,2.28414,20.733322,1.62494,24.437277,1.801046,19.200325,2.075256,19.498309,1.860962,20.249578,2.102152,22.839393
1.720886,19.783389,2.285258,20.751423,1.625794,24.454475,1.801942,19.221325,2.076234,19.522509,1.861918,20.265678,2.103232,22.856693
1.722046,19.793288,2.286214,20.761722,1.62679,24.463976,1.802938,19.230927,2.077312,19.526608,1.862916,20.273178,2.104188,22.880193
1.72292,19.809388,2.28717,20.775124,1.627768,24.483877,1.804036,19.239026,2.078268,19.548109,1.863994,20.281078,2.105124,22.894893
1.723918,19.819289,2.288148,20.791122,1.628846,24.509676,1.805014,19.265326,2.079284,19.555809,1.86501,20.310277,2.10614,22.909791
1.724874,19.837189,2.289328,20.813122,1.629884,24.524677,1.805928,19.274426,2.0802,19.574108,1.865926,20.311878,2.10724,22.929893
1.725994,19.850089,2.290162,20.819822,1.630818,24.537176,1.806926,19.288926,2.08132,19.585209,1.866902,20.334678,2.108196,22.947593
1.72695,19.862488,2.291138,20.850822,1.631754,24.550577,1.808086,19.307326,2.082256,19.594809,1.868022,20.342178,2.109192,22.963191
1.727926,19.880288,2.292134,20.857723,1.632874,24.580376,1.809022,19.313826,2.083272,19.619809,1.869018,20.354177,2.110108,22.983093
1.728882,19.891888,2.293254,20.857723,1.63385,24.595976,1.809958,19.336127,2.084208,19.622809,1.869934,20.369277,2.111226,22.999692
1.730042,19.903088,2.29419,20.887823,1.634868,24.606176,1.810934,19.345927,2.085328,19.636309,1.87091,20.389278,2.112244,23.011691
1.730958,19.914788,2.295166,20.894123,1.635762,24.630177,1.812052,19.358626,2.086284,19.648308,1.87207,20.403177,2.11316,23.034292
